Height,Weight
65.13,147.77
64.49,157.12
62.46,124.44
67.40,154.26
70.39,184.66
61.79,118.17
65.33,149.73
68.17,144.82
64.47,143.66
63.60,131.04
65.06,144.76
61.12,117.39
64.68,131.18
65.67,158.04
65.63,130.13
62.81,129.82
61.75,112.91
63.48,127.16
60.89,128.10
62.93,132.62
64.96,154.74
68.50,155.72
68.48,180.92
66.11,176.35
61.10,133.18
62.50,128.58
63.99,146.27
65.50,150.30
61.47,128.74
63.31,128.73
63.01,128.15
66.67,145.35
59.53,114.75
58.99,100.74
63.97,130.61
61.66,104.34
65.88,146.96
70.44,163.22
62.65,117.46
62.97,130.02
63.92,135.67
67.41,157.85
64.07,153.47
60.86,112.09
62.52,128.66
63.60,130.05
60.97,115.23
63.19,132.98
67.15,166.52
60.81,117.18
65.56,155.26
68.58,165.81
66.99,155.33
59.30,124.67
57.40,106.59
63.30,121.95
63.93,134.41
66.39,162.30
65.38,142.88
61.46,109.21
62.07,119.30
60.91,131.71
67.04,139.99
58.45,90.41
62.22,133.88
60.72,120.57
63.57,154.15
62.19,112.94
59.78,120.74
61.63,123.64
62.43,127.62
60.24,131.66
61.10,117.20
63.80,146.07
60.12,110.28
62.15,117.62
60.85,107.45
60.81,110.14
66.64,133.01
63.97,149.41
62.11,136.87
64.62,134.61
65.24,128.45
62.97,137.47
64.72,143.84
61.99,124.26
63.03,125.47
61.72,107.22
66.24,149.41
64.95,155.13
68.00,142.29
63.56,134.11
65.90,126.28
61.58,127.69
60.85,108.95
61.47,114.67
63.24,132.18
67.95,162.16
64.36,155.57
55.34,88.37
61.59,117.48
67.10,160.69
66.47,161.37
65.05,128.04
61.18,121.33
65.94,157.02
62.20,124.16
66.94,154.95
61.43,127.84
63.00,141.07
62.73,126.37
62.16,119.30
62.93,120.19
62.46,138.36
55.67,68.98
60.96,124.88
65.47,144.38
60.89,134.71
59.81,102.15
64.44,151.52
69.01,159.09
66.65,156.76
64.33,134.74
63.79,152.56
66.56,154.39
65.57,166.96
67.80,162.51
68.32,150.53
67.46,165.87
61.46,101.80
59.97,111.22
62.79,107.70
62.07,122.63
57.88,110.73
59.24,111.18
60.85,114.95
59.76,112.74
63.68,134.26
62.64,119.79
65.13,141.60
57.87,93.53
69.91,162.47
62.86,135.52
59.63,109.28
64.33,156.80
62.77,144.91
63.64,118.19
69.83,171.49
60.16,94.23
62.29,132.09
64.33,135.82
62.52,129.28
62.89,131.13
62.40,127.03
60.12,113.41
62.09,123.70
64.26,142.50
66.35,131.28
64.74,125.78
64.40,142.16
69.32,157.16
61.86,127.02
64.56,134.20
66.82,165.97
64.79,147.19
63.73,135.60
66.32,153.22
66.26,142.72
61.71,126.79
64.69,124.73
69.79,182.45
61.16,119.04
63.37,139.30
66.42,134.24
64.64,128.61
63.29,126.41
61.82,133.69
67.03,179.73
59.34,120.82
61.24,114.16
57.92,100.54
63.41,129.37
64.43,142.21
65.24,143.94
66.54,147.50
65.75,145.58
63.73,114.27
61.58,117.90
59.25,139.14
61.46,117.03
62.61,134.77
68.76,153.69
64.60,144.33
60.60,100.00
64.66,134.44
62.45,132.70
62.41,116.60
64.79,148.43
65.09,148.26
62.08,128.49
66.47,160.08
62.55,125.60
65.98,141.11
60.89,116.57
62.75,120.55
63.74,142.49
63.20,125.47
62.15,131.11
63.97,150.38
61.47,118.92
64.95,141.69
62.11,118.98
63.91,140.73
65.24,150.23
64.32,114.07
65.04,140.19
57.31,93.88
63.22,127.01
66.89,161.10
63.97,133.46
60.54,118.38
65.26,138.07
63.46,133.58
65.05,150.11
63.22,140.27
65.65,151.18
60.55,113.23
60.59,112.60
66.67,132.00
63.21,129.95
68.31,166.78
63.58,135.78
60.92,119.77
61.29,118.33
64.83,154.86
63.26,139.07
64.31,140.88
62.59,153.57
67.31,160.40
64.06,137.25
64.24,142.58
60.51,123.69
64.55,133.31
66.04,150.99
61.70,117.00
63.67,149.16
62.97,124.81
68.27,155.59
63.39,144.05
62.49,138.39
65.31,136.88
65.41,146.98
65.82,155.94
66.33,147.73
65.58,143.54
64.34,137.84
64.62,148.92
65.18,140.00
61.83,141.04
64.40,140.03
64.80,149.63
66.70,173.53
63.92,142.84
64.65,135.07
66.23,169.10
60.94,118.62
62.42,130.80
62.99,122.32
60.56,121.47
62.79,144.88
67.30,165.02
59.39,123.83
63.67,134.66
65.82,170.63
62.62,106.59
64.15,130.43
70.16,164.00
68.26,171.86
59.97,115.48
58.42,96.42
61.31,137.07
63.55,133.38
65.43,128.04
61.49,129.42
62.13,132.81
63.44,120.18
66.97,166.40
64.48,143.34
64.18,129.60
67.01,166.44
62.68,144.20
65.28,160.49
66.14,151.50
64.30,121.34
62.63,137.98
63.08,148.96
63.23,131.91
64.82,151.49
61.01,118.04
64.74,141.43
63.14,120.56
63.14,138.65
64.37,149.66
63.22,135.60
60.81,112.44
60.44,118.10
66.38,151.31
67.63,163.11
63.09,121.01
67.54,175.02
65.40,158.22
59.00,113.73
66.57,149.08
67.13,146.60
61.99,129.32
65.11,129.07
65.22,151.57
61.60,136.61
66.30,154.70
62.62,114.99
69.33,167.58
63.24,115.99
65.01,140.60
60.67,128.62
65.39,154.24
63.10,153.52
63.02,131.64
64.50,142.50
63.67,141.91
62.11,124.48
67.07,152.46
64.56,146.41
66.00,146.67
63.83,125.56
67.62,171.11
66.54,164.16
62.54,124.92
69.06,174.73
64.20,130.30
65.07,154.49
63.18,133.31
62.89,142.90
61.50,126.09
62.51,132.12
65.82,138.71
62.70,126.64
62.00,136.98
64.16,130.62
61.03,121.06
62.74,135.35
62.76,134.62
65.55,150.07
63.12,127.51
63.74,136.20
67.48,170.62
59.76,95.50
64.03,138.88
63.93,130.94
68.26,173.40
60.28,92.04
63.24,109.20
65.34,161.43
62.07,132.65
65.99,166.84
63.60,142.68
58.62,105.68
62.35,147.78
62.06,135.55
65.13,163.39
63.78,125.96
61.60,125.69
63.14,134.75
61.39,139.33
62.40,132.86
63.10,127.90
65.29,145.47
67.83,180.29
60.90,117.07
62.01,122.71
68.01,160.50
64.42,159.95
64.74,146.05
61.18,119.03
69.13,173.74
59.76,106.18
63.88,133.27
63.60,124.83
66.50,164.21
64.40,148.37
67.56,154.44
63.49,152.94
62.20,134.42
65.33,139.05
66.77,152.94
64.12,144.46
66.55,155.94
63.79,137.41
66.18,146.08
65.03,145.71
58.40,114.91
62.76,143.68
61.02,122.55
60.41,106.64
65.24,135.65
66.21,142.92
63.37,130.40
65.89,136.80
62.09,112.75
63.93,146.81
58.78,90.77
65.60,152.79
66.29,139.94
65.42,142.73
68.13,155.43
67.40,161.39
68.30,168.79
68.82,188.69
64.16,139.64
66.59,144.00
68.20,172.38
67.91,164.40
69.38,177.70
64.56,146.34
65.00,123.87
60.73,129.93
66.67,161.03
65.43,142.45
65.06,148.81
66.25,165.62
65.33,133.69
63.76,117.55
66.62,148.71
64.71,146.85
60.68,113.64
63.78,140.41
60.86,117.70
64.86,140.78
65.80,151.56
62.63,127.54
63.39,114.50
62.57,120.58
70.66,162.28
62.72,119.49
67.39,167.49
59.56,110.92
63.69,130.34
63.74,140.45
66.22,143.04
61.51,135.05
62.78,135.63
61.95,110.66
66.20,137.16
63.78,134.23
63.13,136.59
63.89,144.38
66.84,152.92
66.06,151.00
64.26,162.80
61.49,119.33
66.83,165.35
60.11,122.36
65.18,134.67
62.46,136.10
61.36,115.18
63.62,137.90
60.77,103.27
64.54,162.41
65.60,145.08
67.52,169.31
61.83,144.91
57.65,98.88
66.16,158.17
65.69,174.79
58.64,91.14
66.22,175.08
59.00,102.48
67.97,147.30
68.26,165.85
64.13,150.52
65.06,141.16
60.21,109.66
61.12,123.58
69.12,168.86
66.74,152.94
61.71,129.78
66.17,172.01
56.08,94.49
67.96,175.35
63.35,139.22
61.45,100.82
68.51,176.90
61.47,122.87
68.47,172.58
65.40,146.95
56.11,80.53
67.46,175.84
63.92,145.62
64.81,138.49
61.22,130.54
63.57,139.19
58.50,102.12
68.16,158.10
63.76,148.88
66.40,148.63
59.57,130.12
64.06,137.80
61.82,151.62
67.76,154.04
59.55,132.99
62.67,124.03
65.94,142.84
60.79,133.24
67.38,158.82
62.81,114.33
63.37,128.04
67.36,163.67
62.57,128.87
63.07,141.21
62.23,118.85
60.68,120.95
62.14,117.29
60.50,117.67
62.18,131.66
64.49,141.93
65.27,148.20
66.79,152.41
59.89,108.63
66.21,169.09
67.90,150.72
59.09,101.04
69.13,164.82
66.81,139.79
64.15,144.99
63.26,137.36
62.62,138.08
64.73,157.97
63.44,140.14
63.40,118.27
64.30,120.12
60.27,106.14
64.92,122.49
66.52,143.07
64.33,140.18
65.34,148.72
62.24,133.32
60.63,128.62
64.47,135.19
66.41,150.96
68.97,167.22
61.98,117.64
62.16,118.51
61.41,139.90
64.75,124.55
63.84,140.01
66.26,160.53
64.60,151.03
64.41,136.25
67.82,153.27
63.73,144.78
69.27,168.18
67.64,145.91
60.57,110.49
60.04,117.61
59.63,107.47
68.33,175.13
65.69,158.84
68.17,164.96
67.52,151.76
63.46,126.69
63.74,126.29
67.07,160.46
62.69,126.69
67.23,153.43
62.80,126.01
62.12,137.28
57.81,107.71
63.41,121.20
62.39,137.53
62.05,127.05
63.78,149.89
68.72,166.80
65.08,148.73
61.56,116.63
61.72,121.61
64.52,147.03
60.77,109.84
65.25,140.51
63.25,135.87
65.04,142.90
63.78,139.34
62.92,131.57
63.27,149.12
64.42,136.98
65.16,137.81
64.24,138.41
61.89,117.65
62.76,122.52
67.71,145.41
66.29,168.14
58.58,109.05
61.65,129.03
58.47,103.05
64.96,144.76
57.95,91.47
68.11,154.79
60.14,107.17
65.64,155.91
63.82,138.90
67.55,150.89
67.45,168.52
64.96,125.82
62.15,131.11
64.60,168.91
65.11,142.97
64.31,158.75
62.66,124.26
63.96,110.58
64.93,129.22
66.69,157.79
68.02,162.65
62.90,137.04
63.67,122.15
58.38,96.58
62.24,113.29
67.28,155.64
61.92,134.68
61.65,134.48
63.13,130.51
65.68,146.51
61.83,129.69
61.67,120.61
65.70,145.63
59.26,117.54
64.52,133.29
63.91,169.08
60.61,130.37
65.94,157.16
59.28,86.89
66.80,152.07
63.79,122.12
65.68,137.07
67.41,146.09
64.77,150.56
66.32,148.94
63.70,120.97
61.75,141.29
62.34,128.73
66.39,124.28
61.60,140.38
67.94,142.96
64.72,146.19
64.51,143.04
62.79,130.07
69.25,168.22
60.95,114.79
65.78,167.69
70.08,165.77
64.40,141.73
62.27,129.35
65.34,164.03
65.88,131.76
60.68,119.20
64.39,133.12
68.06,150.98
63.99,141.49
64.10,141.75
64.75,149.33
63.15,119.19
60.94,135.60
61.69,122.75
65.75,139.84
68.67,168.54
61.69,126.01
64.37,135.62
60.44,109.69
65.61,156.04
62.78,109.03
61.10,114.96
65.02,156.74
57.48,87.50
59.53,123.04
62.20,120.01
60.00,113.94
62.02,121.24
62.59,119.54
68.62,161.35
60.85,140.81
62.15,128.97
59.18,106.77
61.35,121.97
68.60,179.18
64.83,128.34
63.01,121.79
59.84,127.95
61.96,133.37
61.25,102.92
61.74,127.16
62.62,118.72
65.48,144.64
62.21,114.85
60.00,96.86
65.53,158.60
64.25,145.03
64.09,140.53
62.50,142.64
62.64,142.89
66.64,145.54
68.12,163.34
62.01,137.00
65.59,150.94
63.58,140.76
65.56,141.29
56.76,88.88
58.05,92.33
68.59,171.18
63.70,152.90
63.18,139.05
67.63,164.87
66.54,159.99
62.23,136.68
60.58,97.98
63.35,136.18
67.05,160.74
67.52,170.33
65.65,159.49
62.62,142.95
63.50,137.20
65.87,156.43
64.85,144.91
60.26,110.10
70.93,175.95
59.66,107.32
62.20,137.28
66.31,147.59
65.68,148.29
58.86,98.55
63.69,132.97
63.17,130.74
60.60,106.97
62.83,111.62
62.71,119.79
62.21,122.92
63.86,125.40
60.98,125.10
66.70,135.86
60.30,134.69
62.56,129.44
63.01,139.39
61.40,118.24
64.01,121.81
62.10,109.35
65.25,149.53
68.04,161.88
65.61,136.14
65.17,139.99
63.72,144.26
64.97,134.72
62.59,132.73
66.07,162.95
60.67,121.60
64.85,149.67
62.32,132.12
63.52,147.03
61.09,127.17
64.17,127.21
66.26,153.76
57.21,99.49
63.32,130.88
58.98,105.97
64.39,152.22
66.36,152.76
64.54,130.67
66.60,154.32
64.76,151.94
59.77,133.48
63.35,156.01
63.92,146.83
65.27,161.48
66.39,148.06
64.85,135.01
66.90,151.53
65.90,150.48
63.75,133.51
62.50,137.54
66.06,141.30
62.37,135.72
63.44,134.80
64.53,131.12
64.25,139.25
63.46,124.03
64.75,147.32
63.90,150.19
61.07,111.77
63.18,117.01
64.22,137.61
61.50,102.70
63.98,142.37
61.26,131.47
65.66,136.88
64.12,135.00
67.73,147.51
56.63,89.48
58.21,98.87
60.04,125.68
59.50,125.60
65.56,133.35
63.07,131.16
62.86,120.25
65.48,138.12
67.32,149.08
60.41,122.22
62.79,145.99
64.48,140.01
63.79,124.66
63.37,138.02
62.79,123.52
62.89,129.94
63.13,120.27
61.39,130.73
65.06,142.31
60.65,121.88
63.88,126.94
65.21,150.50
67.96,162.41
62.30,128.39
66.77,126.36
65.22,129.14
64.81,145.91
61.31,122.53
64.53,148.21
62.02,116.97
61.78,119.96
64.24,141.40
62.34,137.49
59.03,107.70
65.26,149.60
63.68,127.60
66.89,140.35
59.17,112.04
59.14,113.47
60.97,109.95
65.80,134.34
66.42,156.75
57.54,96.19
61.91,114.57
65.20,143.56
69.19,164.04
64.01,154.05
63.96,127.44
66.27,141.90
65.17,143.88
61.93,124.78
66.81,168.60
62.90,137.42
62.38,134.87
66.84,151.46
63.89,124.75
66.85,165.27
66.50,144.21
58.71,101.99
63.18,138.02
65.15,122.75
63.09,124.46
62.10,133.71
64.59,129.39
63.29,159.82
64.09,142.16
62.21,130.53
61.19,103.59
67.26,142.87
71.44,175.04
60.55,108.22
62.61,125.09
61.88,108.14
62.32,123.78
64.06,116.47
60.19,127.86
68.23,161.33
65.42,134.61
65.64,148.50
59.51,106.64
64.98,129.84
65.88,159.82
59.31,108.43
66.07,142.60
65.19,152.50
65.69,140.61
62.59,133.93
66.41,161.99
65.13,132.06
65.38,129.38
67.18,159.32
64.26,148.39
64.17,142.43
61.10,120.41
68.24,158.25
63.42,125.96
65.88,159.87
65.00,156.06
61.71,120.60
69.44,170.14
65.43,153.82
64.84,142.88
64.89,153.59
61.83,144.56
63.94,125.19
63.92,140.88
60.72,116.69
63.98,156.62
68.64,156.41
61.30,137.99
60.89,113.06
64.12,141.05
68.21,145.49
67.02,162.03
70.27,158.23
60.84,131.31
62.82,143.25
67.69,177.50
61.25,122.82
66.08,156.20
69.34,167.64
60.58,127.35
61.65,141.50
63.74,139.67
62.23,108.19
65.18,143.76
65.50,151.54
65.24,144.76
65.92,165.06
55.85,103.77
58.81,93.05
63.70,142.32
62.85,145.32
64.90,143.34
63.39,110.51
64.24,143.31
63.54,137.62
66.20,153.41
60.39,130.79
69.63,159.87
67.30,161.64
62.59,132.32
64.83,136.43
61.92,113.66
64.11,146.76
61.14,118.80
64.59,140.77
64.36,141.20
66.07,158.50
59.83,99.72
64.01,135.67
64.11,134.16
61.77,122.41
64.06,139.44
65.94,152.12
63.12,122.12
68.80,167.95
70.27,187.00
62.33,144.94
59.82,112.10
63.00,122.56
61.98,110.51
64.16,136.85
60.52,124.74
64.14,132.99
63.73,140.03
66.17,153.75
67.74,152.71
67.83,160.35
58.11,96.27
61.53,115.20
62.89,151.35
63.10,138.34
64.07,127.22
62.41,143.35
64.32,143.86
65.88,166.35
66.62,141.19
62.03,123.17
61.47,137.14
60.83,113.62
60.59,109.31
60.12,119.06
56.86,97.36
61.30,128.27
59.71,109.92
69.60,173.53
66.94,136.13
58.65,96.52
60.71,117.33
61.84,127.33
66.89,162.87
61.04,131.70
62.95,134.73
66.37,157.62
65.67,159.89
60.67,100.56
63.17,120.94
65.65,164.56
58.96,91.79
63.55,131.30
66.65,151.45
65.08,140.05
59.90,118.47
62.03,128.75
68.69,173.12
67.25,172.71
62.52,127.15
60.80,125.93
58.69,119.60
64.86,137.83
70.54,196.11
66.25,140.53
62.76,134.74
60.43,118.48
64.83,143.09
61.63,141.98
64.90,149.55
63.27,148.98
64.44,122.56
61.76,147.96
60.13,107.92
59.31,92.04
66.94,135.01
63.04,141.17
65.54,149.29
63.03,143.32
63.36,135.90
65.22,153.45
60.36,127.84
68.17,160.35
64.74,141.98
65.40,141.51
62.95,131.27
67.11,161.55
61.27,101.24
65.09,133.31
65.28,129.29
64.99,137.80
64.84,154.43
60.19,117.96
69.64,157.01
57.68,125.94
61.57,128.54
57.56,105.17
65.80,143.79
62.95,120.67
69.05,166.45
64.03,146.79
59.50,128.92
64.23,151.54
65.79,159.37
62.20,122.55
62.83,123.07
60.67,112.72
60.78,114.89
60.16,116.11
58.64,95.79
64.29,148.07
60.75,113.42
66.19,151.32
65.68,144.24
61.55,129.75
63.40,150.54
61.95,125.22
64.05,135.79
64.57,148.48
63.50,134.92
62.67,111.08
62.81,124.27
62.66,123.87
59.44,111.86
64.49,127.70
60.69,130.02
63.71,135.85
59.80,102.79
63.52,129.91
68.46,170.11
66.65,159.59
66.72,146.89
65.16,136.75
69.50,178.02
63.04,131.05
60.68,114.83
59.10,103.42
60.00,114.45
62.79,119.17
61.55,122.88
67.48,164.46
64.79,140.40
62.44,121.43
66.55,150.02
62.19,111.10
65.31,136.43
67.84,156.27
63.78,166.11
61.33,107.45
66.32,138.54
64.12,134.30
63.10,116.90
58.21,101.76
63.00,120.19
59.34,110.18
63.03,126.73
63.52,130.43
62.10,136.38
63.18,132.25
65.07,153.57
68.69,165.92
63.04,130.12
63.26,124.22
63.91,131.03
58.19,107.06
57.80,86.19
65.37,139.20
62.06,122.20
62.60,114.77
63.71,140.62
60.11,127.71
67.61,157.76
58.39,85.79
60.91,120.27
66.99,142.92
60.57,106.79
61.62,123.23
62.46,126.68
61.83,116.80
60.87,115.13
66.16,162.34
60.94,110.92
60.50,111.83
66.17,153.68
64.52,139.01
63.44,141.58
62.31,131.36
62.90,125.04
64.51,132.63
64.75,133.54
63.34,144.70
62.81,123.09
63.50,146.23
64.05,149.75
64.35,138.82
63.08,135.95
64.40,139.12
64.68,138.85
67.19,158.34
63.87,126.83
63.31,137.28
59.33,102.52
62.64,134.42
60.42,116.10
61.66,114.57
60.83,107.28
64.62,121.58
60.62,120.38
64.18,146.64
64.71,161.68
59.97,103.62
65.29,138.81
63.84,129.56
63.17,142.01
65.96,149.90
66.15,162.24
62.79,120.42
65.75,142.07
60.97,138.43
64.10,149.27
66.81,156.84
66.42,132.62
65.86,158.17
59.76,103.94
64.11,144.77
59.69,110.37
62.79,141.72
65.93,125.52
63.19,139.53
66.63,160.14
64.53,144.09
61.76,110.03
67.39,162.55
63.28,116.76
61.12,123.60
64.26,132.28
70.00,176.55
68.37,153.74
67.51,171.59
64.04,165.33
62.51,121.55
63.54,143.36
63.04,129.55
65.74,139.64
66.13,150.43
66.19,167.73
65.63,138.33
62.68,134.90
63.74,137.94
60.80,109.10
63.51,114.09
63.43,145.97
62.06,115.38
64.39,127.74
63.82,153.65
62.25,116.61
63.45,133.52
64.08,133.45
63.90,112.43
62.64,133.11
66.44,145.78
63.86,137.15
63.68,154.91
64.75,138.39
66.25,153.85
62.49,117.31
65.48,147.74
61.17,111.57
64.39,130.93
62.72,138.23
60.97,115.50
62.76,117.65
62.21,126.00
66.20,167.79
63.77,136.30
65.80,156.36
63.59,128.61
59.48,108.90
63.71,129.27
60.53,110.36
67.85,163.58
60.02,117.67
64.35,139.32
64.30,131.24
60.66,117.93
62.19,119.82
60.18,109.26
59.64,100.53
63.88,142.99
64.45,140.34
64.09,135.82
62.48,153.29
62.27,138.38
59.71,114.94
65.54,134.70
66.35,156.79
63.24,125.69
62.82,102.40
68.41,153.47
62.72,108.59
64.28,162.30
61.92,125.82
62.74,141.34
63.09,137.11
58.43,114.50
69.36,181.62
67.46,157.26
62.84,128.85
60.28,116.47
67.28,151.01
69.38,182.31
60.40,123.83
62.43,116.16
62.23,142.16
60.08,139.08
65.50,146.78
61.24,130.53
60.18,126.35
61.48,116.28
68.55,151.79
67.98,157.83
60.50,121.00
62.05,141.22
60.18,99.36
66.25,154.41
65.92,137.20
63.64,121.49
62.16,133.95
67.03,145.53
62.72,113.62
58.60,107.05
66.87,146.06
65.18,149.95
63.68,122.34
63.22,134.90
63.47,132.36
66.08,150.71
64.56,142.84
67.10,148.56
65.04,129.51
62.32,139.32
68.38,163.81
61.51,136.42
63.16,132.23
62.22,133.62
65.56,134.62
64.56,137.44
65.10,156.06
61.82,118.33
64.66,136.04
66.23,152.31
63.71,127.88
61.82,121.58
63.55,141.95
63.85,137.15
63.56,134.75
66.16,151.57
62.39,110.81
68.87,165.59
65.25,137.16
59.72,109.82
61.02,120.83
59.11,104.88
61.67,115.68
62.36,128.42
66.03,132.26
64.26,131.40
61.55,124.51
61.63,134.34
65.26,137.42
64.69,120.09
64.21,143.62
61.54,125.50
62.77,137.51
60.12,111.58
66.79,142.78
64.11,131.78
60.13,129.74
64.55,143.19
64.76,146.12
63.58,144.06
61.95,127.31
62.15,134.03
64.90,152.57
62.94,136.77
58.51,113.79
65.69,144.50
62.34,134.11
59.90,119.58
64.68,144.40
64.85,158.45
60.67,123.62
63.79,128.20
68.08,182.70
62.72,116.06
60.93,114.78
63.36,122.12
67.20,156.17
58.32,117.05
68.01,171.80
60.01,133.33
64.11,146.89
69.45,164.37
65.72,140.02
66.38,153.45
64.76,135.78
62.83,142.56
56.95,107.17
61.75,113.01
67.74,152.65
65.26,155.16
63.04,119.94
63.43,132.36
59.94,123.50
67.43,156.67
63.55,129.16
63.60,145.48
63.95,132.11
62.64,146.74
58.62,114.05
62.05,116.51
65.08,149.19
64.55,134.55
62.18,133.88
60.40,118.71
56.68,97.27
62.45,132.34
65.16,151.98
61.92,115.87
54.62,71.39
55.74,108.12
62.28,130.09
62.57,126.18
62.41,142.76
60.18,98.75
61.67,134.73
67.34,164.93
68.78,176.45
60.54,102.55
63.81,145.43
65.74,144.09
60.22,109.19
62.89,118.22
66.68,147.15
62.73,110.24
65.45,140.61
61.71,124.81
67.53,157.72
61.61,117.10
63.94,149.86
66.29,153.14
68.23,162.92
66.64,162.16
64.32,148.65
67.30,162.53
61.87,106.73
61.64,117.85
62.07,103.14
64.37,126.52
69.14,165.68
63.42,138.43
65.88,151.07
63.34,138.95
66.21,147.86
68.79,168.94
64.70,152.58
64.74,152.98
65.61,154.23
66.24,145.22
65.11,157.58
65.77,152.68
66.67,148.43
61.92,130.77
66.06,160.29
67.16,160.20
56.98,89.17
64.08,157.59
63.21,140.46
57.98,92.12
62.64,129.57
67.28,146.49
69.08,163.63
62.38,130.78
64.86,159.57
62.23,122.76
70.64,183.29
65.39,140.72
63.31,134.42
66.27,158.74
66.28,132.76
63.24,119.23
64.42,117.34
70.01,188.62
69.74,159.63
61.89,110.92
64.21,158.21
62.51,126.11
64.26,124.90
62.81,124.77
62.25,122.58
63.06,133.94
61.96,130.97
59.18,115.45
66.38,150.14
65.07,149.23
60.72,130.65
62.64,123.79
60.96,105.88
68.85,178.30
63.59,144.42
64.22,145.60
64.45,153.02
56.79,95.33
67.01,151.74
68.99,183.64
59.76,100.36
64.41,131.52
61.58,137.05
63.15,140.68
58.04,100.50
66.58,143.30
66.98,140.02
66.04,137.87
64.60,148.64
65.94,135.93
65.66,143.53
60.27,113.07
62.94,130.84
66.12,167.57
64.31,132.86
64.17,149.33
64.04,138.70
62.65,122.34
63.57,134.80
61.31,119.63
64.64,119.33
63.90,126.61
59.34,105.30
66.12,143.37
64.67,145.98
60.32,111.97
66.85,164.24
62.86,134.05
60.17,110.78
63.28,128.49
63.14,117.31
67.21,165.08
60.16,130.82
68.97,152.43
61.90,153.47
67.74,172.36
62.06,125.14
62.19,121.59
64.74,132.59
63.96,159.71
63.92,139.65
63.01,144.44
63.35,144.07
61.74,106.44
65.32,154.48
61.84,118.36
66.15,145.18
66.42,142.12
63.53,131.81
65.20,148.08
65.20,130.23
67.46,156.31
62.98,129.92
62.16,121.79
65.39,142.92
68.82,175.03
68.19,159.03
60.04,97.03
61.43,119.60
67.43,166.94
63.58,117.71
65.79,119.67
62.64,136.63
63.82,136.83
64.90,134.82
62.43,117.93
59.75,102.35
63.89,148.97
65.18,145.34
65.78,136.66
61.27,110.29
57.20,103.96
65.01,143.40
62.49,137.09
59.74,129.00
66.48,148.55
60.96,123.16
62.49,118.65
65.24,155.40
63.77,128.28
58.87,92.27
59.82,139.53
64.47,146.84
62.62,127.97
64.26,122.38
65.53,128.92
62.36,148.71
65.03,136.85
63.33,144.27
68.94,157.54
63.46,134.05
65.08,137.17
60.59,116.43
63.20,133.68
61.63,118.76
58.39,102.06
66.65,158.22
58.52,128.78
63.25,143.82
69.45,169.82
62.45,122.61
63.07,93.42
63.29,121.25
66.10,154.56
64.53,124.97
64.06,131.31
63.87,130.21
69.61,170.03
67.39,169.63
62.85,127.52
62.94,124.29
66.16,155.91
63.40,145.32
65.47,155.58
60.00,115.81
62.58,111.38
60.82,133.88
64.09,126.99
62.25,122.03
64.49,148.23
60.40,126.98
61.48,108.04
64.50,139.81
59.92,125.55
56.07,89.57
67.43,157.30
62.64,114.82
59.76,105.15
66.00,141.89
59.81,109.66
67.69,163.90
61.01,108.97
61.79,123.68
63.43,132.64
61.33,139.79
64.00,145.69
69.31,154.48
61.59,122.22
64.89,130.62
66.26,141.30
64.08,132.37
61.93,131.74
63.75,129.87
64.00,130.58
60.30,120.62
66.05,157.68
68.44,153.58
64.69,119.02
63.61,123.74
57.97,118.72
62.99,136.67
62.66,131.73
65.79,160.83
60.25,135.51
64.52,124.59
64.44,151.92
61.83,121.28
62.94,127.73
61.04,111.33
63.41,129.20
57.47,96.31
62.93,136.60
66.20,151.36
59.60,115.23
63.86,116.95
62.98,154.43
63.02,132.01
66.42,142.94
64.99,148.17
59.27,100.65
68.71,165.11
64.43,138.00
63.08,127.70
67.07,160.41
62.75,139.89
66.37,156.42
60.13,122.92
62.75,132.73
67.44,162.44
64.76,142.13
62.19,119.77
63.34,126.38
66.28,144.89
59.89,129.17
63.22,142.43
69.10,177.02
66.16,138.03
61.29,119.54
60.27,106.85
63.22,139.75
63.52,120.81
61.82,116.25
66.56,158.66
64.49,133.32
60.87,120.33
63.61,136.64
61.31,121.89
63.06,116.46
56.10,104.95
63.19,126.33
63.03,139.28
66.92,145.87
64.80,159.88
64.51,134.61
69.30,178.78
61.37,111.31
65.78,160.86
68.46,176.15
60.10,122.74
62.55,123.97
65.60,151.46
67.65,174.83
64.38,129.31
60.91,123.83
61.99,110.93
59.13,129.54
62.87,111.47
65.10,142.29
61.66,112.57
58.63,102.47
69.64,177.59
67.55,160.73
62.18,135.61
62.31,136.24
60.86,114.21
66.17,146.68
58.13,98.40
65.65,143.93
66.48,149.21
63.62,144.05
62.41,137.05
65.46,159.04
63.42,124.69
61.37,124.92
64.12,146.80
59.35,100.09
65.45,149.82
57.79,103.31
59.03,116.81
66.18,142.63
64.01,136.70
64.59,154.93
65.10,142.37
60.73,113.23
62.42,129.75
59.45,112.12
58.49,93.19
63.11,145.27
62.40,121.51
64.22,168.55
62.98,138.92
62.64,123.99
59.74,124.84
62.70,135.59
58.13,89.36
65.73,135.64
60.85,97.72
63.17,138.03
63.50,123.50
63.11,135.80
69.18,175.99
65.11,153.88
62.68,109.15
63.98,137.03
63.65,125.59
65.34,140.59
64.07,128.57
68.38,157.52
61.12,101.10
64.57,137.43
69.35,182.66
63.39,134.33
56.76,79.17
63.83,132.51
58.85,119.45
66.25,163.58
63.07,134.45
63.76,132.61
62.51,129.17
61.83,123.82
63.49,123.19
61.02,120.44
63.49,133.14
61.53,117.65
62.65,122.76
